00:45,07:45,08:30,C,,,0
00:45,20:15,21:00,C,,,0
01:05,10:20,11:25,C,,,150
00:52,10:49,11:41,C,,,150
00:56,14:34,15:30,C,,,150
00:55,16:35,17:30,C,,,150
03:36,18:39,22:15,C,,,150
02:20,21:10,23:30,C,,,150
07:26,22:34,06:00,C,,,150
08:01,23:55,07:56,C,,,150
00:42,09:36,10:18,C,,,109
00:42,11:41,12:23,C,,,109
00:42,12:50,13:32,C,,,109
00:44,13:31,14:15,C,,,109
10:13,20:47,07:00,C,,,109
00:49,11:03,11:52,C,,,103
00:42,14:57,15:39,C,,,103
00:43,16:32,17:15,C,,,103
05:15,18:44,23:59,C,,,103
08:29,21:41,06:10,C,,,103
08:45,21:55,06:40,C,,,103
09:16,22:38,07:54,C,,,103
09:52,23:17,09:09,C,,,103
12:29,19:46,08:15,C,1,1,96
00:25,09:10,09:35,B,1,1,38
00:25,12:25,12:50,B,1,1,38
00:30,15:05,15:35,B,1,1,38
00:25,17:55,18:20,B,1,1,38
00:25,19:20,19:45,B,1,1,38
08:35,21:25,06:00,B,1,1,38
06:05,01:55,08:00,C,,,115
02:20,06:12,08:32,C,,,115
02:02,06:48,08:50,C,,,115
02:05,07:05,09:10,C,,,115
01:41,07:54,09:35,C,,,115
01:55,08:01,09:56,C,,1,115
01:03,08:59,10:02,C,,,115
00:59,09:16,10:15,C,,,115
01:40,09:20,11:00,C,,,115
01:47,09:33,11:20,C,,,115
01:56,09:38,11:34,C,,,115
01:10,10:31,11:41,C,,,115
01:10,10:38,11:48,C,,,115
01:09,10:48,11:57,C,,,115
01:28,10:57,12:25,C,,,115
02:04,11:06,13:10,C,,,115
02:08,11:07,13:15,C,,,115
03:05,11:40,14:45,C,,,115
02:44,12:03,14:47,C,,,115
02:16,12:33,14:49,C,,,115
01:36,13:40,15:16,C,1,,115
01:18,14:03,15:21,C,,,115
01:15,14:09,15:24,C,,,115
00:57,14:34,15:31,C,,,115
00:59,14:41,15:40,C,,,115
01:06,14:49,15:55,C,,,115
01:26,14:49,16:15,C,,,115
01:38,15:07,16:45,C,,,115
02:01,15:29,17:30,C,,,115
02:02,15:47,17:49,C,,,115
01:05,16:50,17:55,C,,,115
01:12,17:00,18:12,C,,,115
02:08,17:07,19:15,C,,,115
02:10,17:14,19:24,C,,,115
01:02,18:25,19:27,C,,,115
01:03,18:39,19:42,C,,,115
01:07,18:45,19:52,C,,,115
01:05,18:55,20:00,C,,,115
01:04,19:10,20:14,C,,,115
01:29,19:11,20:40,C,,,115
01:57,19:20,21:17,C,,,115
01:57,19:28,21:25,C,,,115
01:51,19:50,21:41,C,,,115
02:05,19:55,22:00,C,,,115
02:17,20:34,22:51,C,,,115
02:25,20:35,23:00,C,,,115
08:59,21:01,06:00,C,,,115
08:54,21:16,06:10,C,,,115
08:04,22:11,06:15,C,,,115
09:07,22:13,07:20,C,,,115
07:56,23:29,07:25,C,,,115
08:01,23:40,07:41,C,,,115
06:49,05:17,12:06,C,,,128
00:50,13:34,14:24,C,,,128
00:50,17:56,18:46,C,,,128
01:00,20:21,21:21,C,,,128
10:47,21:13,08:00,C,,,128
09:29,23:26,08:55,C,,,128
03:35,05:10,08:45,C,,,138
02:44,07:07,09:51,C,1,,138
02:17,09:01,11:18,C,,,138
01:31,10:20,11:51,C,,,138
01:09,10:51,12:00,C,,,138
01:01,11:01,12:02,C,,,138
01:07,11:28,12:35,C,,,138
01:05,13:30,14:35,C,,,138
01:21,14:28,15:49,C,,,138
00:54,16:46,17:40,C,,,138
00:50,17:00,17:50,C,,,138
02:40,17:58,20:38,C,,,138
00:50,19:52,20:42,C,,,138
00:50,20:41,21:31,C,,1,138
02:14,20:51,23:05,C,,,138
02:08,21:05,23:13,C,,,138
08:50,21:10,06:00,C,,,138
08:17,21:43,06:00,C,,,138
08:46,22:14,07:00,C,,,138
08:39,22:31,07:10,C,,,138
08:15,23:45,08:00,C,,,138
08:51,23:54,08:45,C,,,138
04:25,09:05,13:30,C,,,0
02:36,23:35,02:11,C,,,0
02:50,04:25,07:15,C,,,99
02:16,06:29,08:45,C,,,99
01:28,09:32,11:00,C,,,99
01:11,10:19,11:30,C,,,99
01:55,10:43,12:38,C,,,99
00:50,11:53,12:43,C,,,99
00:39,12:21,13:00,C,,,99
00:41,12:24,13:05,C,,,99
02:06,12:35,14:41,C,,,99
01:34,13:26,15:00,C,,,99
01:32,13:36,15:08,C,,,99
00:43,16:00,16:43,C,,,99
00:35,16:50,17:25,C,,,99
00:40,17:00,17:40,C,,,99
00:48,17:07,17:55,C,,,99
00:39,19:56,20:35,C,,,99
00:58,20:20,21:18,C,,,99
02:04,20:36,22:40,C,,,99
01:16,21:30,22:46,C,,,99
08:11,22:04,06:15,C,,,99
08:00,22:25,06:25,C,,,99
08:00,23:00,07:00,C,,,99
07:26,23:44,07:10,C,,,99
00:43,07:17,08:00,C,,,56
00:30,08:00,08:30,C,,,56
00:35,19:25,20:00,C,,,56
01:00,19:50,20:50,C,,,56
00:30,05:50,06:20,C,,,59
00:30,06:05,06:35,C,,,59
00:45,07:15,08:00,C,,,59
00:40,07:30,08:10,C,,,59
01:30,07:30,09:00,C,,,59
02:00,07:50,09:50,C,,,59
02:00,07:50,09:50,C,1,1,59
01:06,08:50,09:56,C,,,59
01:00,09:00,10:00,C,,,59
01:05,09:05,10:10,C,,,59
00:51,09:19,10:10,C,,,59
00:50,09:40,10:30,C,,,59
00:29,10:31,11:00,C,,,59
00:34,11:31,12:05,C,,,59
01:00,12:00,13:00,C,,,59
01:19,12:31,13:50,C,,,59
00:49,13:11,14:00,C,,,59
01:00,13:30,14:30,C,,1,59
00:59,13:31,14:30,C,,,59
00:33,14:05,14:38,C,,1,59
00:35,14:25,15:00,C,1,,59
00:30,14:55,15:25,C,,,59
00:34,15:31,16:05,C,,,59
01:00,15:50,16:50,C,,,59
00:29,16:31,17:00,C,,,59
00:34,16:45,17:19,C,,,59
00:30,17:35,18:05,C,,,59
00:50,18:10,19:00,C,,,59
01:00,18:30,19:30,C,1,,59
01:00,19:00,20:00,C,1,,59
00:59,19:31,20:30,C,,,59
00:53,19:47,20:40,C,,,59
00:40,20:00,20:40,C,,,59
00:35,20:10,20:45,C,,1,59
00:45,20:10,20:55,C,,,59
00:40,20:30,21:10,C,,,59
01:25,20:35,22:00,C,,,59
01:15,21:30,22:45,C,,,59
00:59,22:01,23:00,C,,,59
00:30,06:00,06:30,B,,,30
00:40,06:00,06:40,B,,,30
01:00,06:00,07:00,B,,,30
00:53,06:22,07:15,B,,,30
00:45,06:45,07:30,B,,,30
00:36,06:54,07:30,B,,,30
00:32,06:58,07:30,B,1,1,30
00:31,06:59,07:30,B,,1,30
00:40,07:20,08:00,B,1,,30
00:35,07:30,08:05,B,,,30
00:30,07:40,08:10,B,,,30
00:50,07:40,08:30,B,1,,30
00:40,07:50,08:30,B,,1,30
01:05,07:55,09:00,B,,,30
01:31,07:59,09:30,B,,,30
01:31,07:59,09:30,B,,1,30
01:50,08:00,09:50,B,,1,30
01:50,08:10,10:00,B,1,,30
01:37,08:25,10:02,B,,,30
00:37,09:25,10:02,B,,,30
00:45,09:25,10:10,B,1,,30
00:42,09:30,10:12,B,,,30
00:38,09:37,10:15,B,,,30
00:38,09:42,10:20,B,,1,30
00:40,09:45,10:25,B,,,30
00:35,09:50,10:25,B,1,,30
00:35,09:55,10:30,B,,,30
00:35,09:55,10:30,B,,1,30
00:38,10:22,11:00,B,,,30
00:52,10:38,11:30,B,,,30
00:35,10:55,11:30,B,,1,30
00:55,10:55,11:50,B,1,1,30
00:35,11:25,12:00,B,,,30
00:35,11:55,12:30,B,,,30
00:40,11:55,12:35,B,,,30
00:40,11:55,12:35,B,1,,30
00:41,11:59,12:40,B,,,30
00:37,12:03,12:40,B,,1,30
00:37,12:15,12:52,B,,,30
00:38,12:22,13:00,B,,,30
00:34,12:28,13:02,B,1,1,30
00:51,12:34,13:25,B,,1,30
00:38,12:52,13:30,B,1,,30
00:35,12:55,13:30,B,,1,30
00:33,12:59,13:32,B,1,,30
00:30,13:15,13:45,B,,,30
00:35,13:25,14:00,B,,,30
00:30,13:50,14:20,B,1,1,30
00:30,13:52,14:22,B,,,30
00:30,14:00,14:30,B,1,1,30
00:32,14:18,14:50,B,,,30
00:40,14:20,15:00,B,,,30
01:08,14:22,15:30,B,,,30
00:40,14:50,15:30,B,1,1,30
00:38,14:55,15:33,B,1,1,30
00:43,14:59,15:42,B,,,30
00:44,15:06,15:50,B,,,30
00:30,15:20,15:50,B,,,30
00:38,15:22,16:00,B,,,30
00:49,15:33,16:22,B,,,30
00:40,15:50,16:30,B,1,,30
00:32,15:58,16:30,B,,1,30
00:50,16:10,17:00,B,,,30
00:50,16:10,17:00,B,1,1,30
00:43,16:22,17:05,B,,,30
00:43,16:22,17:05,B,1,,30
00:35,16:45,17:20,B,,,30
00:40,16:50,17:30,B,1,,30
01:03,16:52,17:55,B,,,30
00:36,17:24,18:00,B,,,30
00:30,17:30,18:00,B,,,30
00:30,17:30,18:00,B,,1,30
00:39,17:38,18:17,B,1,1,30
00:35,17:50,18:25,B,1,,30
00:38,17:52,18:30,B,,,30
00:32,17:58,18:30,B,,,30
00:47,17:58,18:45,B,,,30
00:45,18:15,19:00,B,,1,30
01:03,18:27,19:30,B,,,30
00:33,18:57,19:30,B,,,30
00:30,19:25,19:55,B,,,30
00:35,19:30,20:05,B,1,,30
01:00,19:40,20:40,B,,1,30
01:10,19:50,21:00,B,1,,30
01:23,20:07,21:30,B,,,30
01:40,20:10,21:50,B,,1,30
02:05,20:10,22:15,B,1,,30
02:00,20:15,22:15,B,,,30
01:55,20:20,22:15,B,1,,30
02:21,20:24,22:45,B,,,30
02:20,20:25,22:45,B,,1,30
02:20,20:30,22:50,B,,,30
02:30,20:35,23:05,B,,1,30
02:01,21:05,23:06,B,,,30
01:50,21:20,23:10,B,1,,30
01:48,21:22,23:10,B,,,30
07:38,22:22,06:00,B,,,30
00:47,07:03,07:50,C,,,112
00:39,08:42,09:21,C,,,112
00:36,08:46,09:22,C,,,112
00:35,09:02,09:37,C,,,112
00:39,09:16,09:55,C,,,112
00:38,09:22,10:00,C,,,112
00:46,09:29,10:15,C,,,112
00:40,09:39,10:19,C,,,112
00:35,10:23,10:58,C,,,112
00:58,10:30,11:28,C,,,112
00:45,11:10,11:55,C,,,112
00:54,11:16,12:10,C,,,112
00:51,11:31,12:22,C,,,112
00:48,11:55,12:43,C,,,112
00:46,12:30,13:16,C,,,112
01:08,12:31,13:39,C,,,112
00:35,13:32,14:07,C,,,112
00:36,13:53,14:29,C,,,112
00:35,13:58,14:33,C,,,112
00:40,15:15,15:55,C,,,112
00:41,15:19,16:00,C,,,112
00:46,16:01,16:47,C,,,112
00:40,16:56,17:36,C,,,112
00:40,17:20,18:00,C,,,112
00:50,17:25,18:15,C,,,112
00:35,17:56,18:31,C,,,112
00:52,17:56,18:48,C,,,112
00:43,18:12,18:55,C,,,112
00:35,18:21,18:56,C,,,112
00:49,18:31,19:20,C,,,112
01:19,19:11,20:30,C,,,112
00:53,19:42,20:35,C,,,112
01:10,19:50,21:00,C,,,112
01:02,19:58,21:00,C,,,112
00:35,20:33,21:08,C,,,112
00:40,20:35,21:15,C,,,112
00:50,21:20,22:10,C,,,112
08:40,22:15,06:55,C,,,112
08:47,22:18,07:05,C,,,112
08:18,23:02,07:20,C,,,112
07:52,23:58,07:50,C,,,112
01:45,12:05,13:50,C,,,125
01:00,22:59,23:59,C,,,125
02:25,16:15,18:40,E,1,1,321
01:30,02:50,04:20,E,,1,218
01:35,14:00,15:35,E,1,,218
02:00,13:00,15:00,E,1,,212
09:25,21:50,07:15,C,,,99
00:48,10:12,11:00,C,,,124
00:50,10:55,11:45,C,,,124
01:00,14:30,15:30,C,,,124
00:54,17:01,17:55,C,,,124
09:35,22:55,08:30,C,,,124
00:59,05:06,06:05,C,,,134
01:12,12:13,13:25,C,,,134
01:07,20:18,21:25,C,,,134
01:09,22:21,23:30,C,,,99
01:16,23:04,00:20,C,,,168
01:01,16:14,17:15,C,,,138
02:10,20:25,22:35,C,,,138
10:24,21:36,08:00,C,,,138
01:55,20:35,22:30,C,,,106
00:46,14:18,15:04,C,,,102
00:47,16:13,17:00,C,,,102
01:01,13:59,15:00,C,,,123
11:29,18:31,06:00,C,,,123
00:52,10:02,10:54,C,,,148
00:50,10:10,11:00,C,,,148
01:19,11:11,12:30,C,,,148
00:53,12:12,13:05,C,,,148
01:15,12:15,13:30,C,,,148
02:16,20:54,23:10,C,,,148
07:53,22:17,06:10,C,,,148
07:57,22:38,06:35,C,,,148
09:23,22:50,08:13,C,,,148
09:29,22:01,07:30,D,,,156
01:05,11:01,12:06,D,,,230
14:19,18:31,08:50,D,,,230
01:49,20:51,22:40,D,,,168
00:35,09:06,09:41,C,,,56
00:35,18:32,19:07,C,,,56
00:30,10:51,11:21,C,,,40
00:25,17:36,18:01,C,,,40
11:14,20:06,07:20,C,,,120
00:40,10:15,10:55,C,,,91
00:40,08:45,09:25,C,,,106
00:40,14:00,14:40,C,,,106
00:40,19:35,20:15,C,,,106
07:25,22:55,06:20,C,,,106
01:20,04:05,05:25,D,,,0
11:00,21:45,08:45,D,,,184
11:10,22:50,10:00,D,,,184
00:40,12:10,12:50,C,,,99
05:39,02:21,08:00,C,,,120
00:47,10:28,11:15,C,,,120
00:51,13:24,14:15,C,,,120
00:41,13:57,14:38,C,,,120
00:50,16:32,17:22,C,,,120
00:40,19:05,19:45,C,,,120
06:50,22:40,05:30,C,,,120
00:41,16:21,17:02,C,,,107
09:10,23:05,08:15,C,,,107
06:22,00:38,07:00,C,,,69
02:00,12:05,14:05,E,1,1,241
10:47,21:43,08:30,C,,,99
01:18,11:12,12:30,C,,,118
01:51,12:32,14:23,C,,,118
01:21,16:04,17:25,C,,,118
01:04,16:51,17:55,C,,,118
06:10,08:35,14:45,E,1,1,214
01:55,11:30,13:25,E,1,1,214
03:39,05:21,09:00,C,,,179
01:19,09:01,10:20,C,,,179
01:20,11:00,12:20,C,,,179
01:31,13:24,14:55,C,,,179
03:33,19:02,22:35,C,,,179
03:40,21:20,01:00,C,,,179
09:44,23:16,09:00,C,,,179
01:22,11:13,12:35,C,,,148
01:03,14:02,15:05,C,,,148
01:04,15:11,16:15,C,,,148
12:57,17:32,06:29,C,,,148
10:21,20:44,07:05,C,,,148
10:55,21:45,08:40,D,,,216
02:05,16:50,18:55,E,1,1,209
01:35,14:40,16:15,D,1,1,184
00:50,15:50,16:40,C,,,130
00:44,23:15,23:59,C,,,130
05:49,00:16,06:05,C,,,96
05:28,00:37,06:05,C,,,96
01:14,05:11,06:25,C,,,96
01:19,11:11,12:30,C,,,96
00:55,14:17,15:12,C,,,96
00:52,14:22,15:14,C,,,96
00:52,20:23,21:15,C,,,96
00:53,21:27,22:20,C,,,96
07:06,22:54,06:00,C,,,96
00:57,18:33,19:30,C,,,118
01:47,08:08,09:55,C,,,98
00:56,09:09,10:05,C,,,98
00:45,12:45,13:30,C,,,98
00:59,15:41,16:40,C,,,98
00:52,16:41,17:33,C,,,98
00:48,17:46,18:34,C,,,98
10:53,19:07,06:00,C,,,98
09:00,22:20,07:20,C,,,98
01:23,10:22,11:45,C,,,86
00:45,13:38,14:23,C,,,86
00:48,14:48,15:36,C,,,86
10:01,21:29,07:30,C,,,86
01:02,10:13,11:15,C,,,146
01:01,10:27,11:28,C,,,146
01:03,10:57,12:00,C,,,146
01:05,12:34,13:39,C,,,146
01:00,13:00,14:00,C,,,146
01:00,14:48,15:48,C,,,146
01:28,16:32,18:00,C,,,146
01:19,17:41,19:00,C,,,146
11:15,18:55,06:10,C,,,146
10:04,21:41,07:45,C,,,146
09:57,22:43,08:40,C,,,146
04:05,19:15,23:20,D,,,170
11:48,19:37,07:25,D,,,170
02:45,10:05,12:50,E,1,1,214
00:44,06:01,06:45,B,,,24
01:27,06:43,08:10,B,,1,24
01:41,07:29,09:10,B,,,24
01:11,08:34,09:45,B,,,24
01:04,10:11,11:15,B,1,,24
00:23,11:36,11:59,B,,1,24
00:45,11:39,12:24,B,,,24
00:26,13:24,13:50,B,,,24
00:20,14:00,14:20,B,1,,24
00:52,14:58,15:50,B,,,24
00:20,15:54,16:14,B,,1,24
00:48,17:17,18:05,B,,,24
00:35,18:15,18:50,B,1,,24
01:32,18:28,20:00,B,,,24
01:23,20:02,21:25,B,,,24
00:22,21:18,21:40,B,,,24
01:15,10:00,11:15,C,,,135
01:15,12:40,13:55,C,,,135
02:30,19:10,21:40,C,,,135
02:07,20:13,22:20,C,,,135
01:49,21:11,23:00,C,,,135
09:09,21:56,07:05,C,,,135
00:50,08:05,08:55,C,,,110
00:30,08:30,09:00,C,,,110
01:30,08:35,10:05,C,,,110
01:05,09:35,10:40,C,,,110
01:05,10:15,11:20,C,,,110
00:55,10:50,11:45,C,,,110
00:35,11:15,11:50,C,,,110
00:30,11:25,11:55,C,,,110
01:05,11:30,12:35,C,,,110
00:40,12:05,12:45,C,,,110
01:35,12:15,13:50,C,,,110
01:40,13:25,15:05,C,,,110
00:35,14:35,15:10,C,,,110
01:05,14:40,15:45,C,,,110
00:50,15:15,16:05,C,,,110
01:35,15:40,17:15,C,,,110
01:00,16:50,17:50,C,,,110
00:45,17:20,18:05,C,,,110
01:20,17:35,18:55,C,,,110
00:40,18:25,19:05,C,,,110
00:40,18:35,19:15,C,,,110
01:15,18:50,20:05,C,,,110
00:40,19:40,20:20,C,,,110
10:05,19:55,06:00,C,,,110
09:20,21:20,06:40,C,,,110
09:20,21:40,07:00,C,,,110
09:30,22:10,07:40,C,,,110
09:20,23:10,08:30,C,,,110
00:30,09:25,09:55,C,,,110
00:30,10:25,10:55,C,,,110
00:30,12:00,12:30,C,,,110
00:30,12:35,13:05,C,,,110
00:25,13:00,13:25,C,,,110
00:30,14:45,15:15,C,,,110
00:30,16:30,17:00,C,,,110
00:25,16:45,17:10,C,,,110
09:40,20:40,06:20,C,,,110
10:20,21:00,07:20,C,,,110
